C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_04_792.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_04_792.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_04_792.jpg,0,0,0,2.189365E-05
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_04_857.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_04_857.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_04_857.jpg,-0.15,0,0,6.129917E-06
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_04_925.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_04_925.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_04_925.jpg,-0.35,0.03674695,0,0.03013405
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_04_994.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_04_994.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_04_994.jpg,-0.5000001,0.2128178,0,0.1249182
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_061.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_061.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_061.jpg,-0.6500001,0.3909849,0,0.3421953
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_130.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_130.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_130.jpg,-0.8500001,0.6380788,0,0.8342495
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_196.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_196.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_196.jpg,-1,0.8148028,0,1.353016
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_267.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_267.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_267.jpg,-1,1,0,2.237704
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_335.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_335.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_335.jpg,0,1,0,2.886686
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_406.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_406.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_406.jpg,0,1,0,3.800556
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_475.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_475.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_475.jpg,0,1,0,4.503557
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_545.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_545.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_545.jpg,0,1,0,5.433045
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_614.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_614.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_614.jpg,0,1,0,6.125518
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_684.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_684.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_684.jpg,0,1,0,7.042533
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_753.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_753.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_753.jpg,-0.1,1,0,7.723568
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_824.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_824.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_824.jpg,-0.3,1,0,8.606963
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_893.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_893.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_893.jpg,-0.45,1,0,9.247903
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_05_961.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_05_961.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_05_961.jpg,-0.6000001,1,0,9.868716
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_030.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_030.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_030.jpg,0,1,0,10.70761
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_100.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_100.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_100.jpg,0,1,0,11.36492
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_167.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_167.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_167.jpg,-0.1,0.9439624,0,11.99004
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_236.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_236.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_236.jpg,-0.25,0.7594793,0,12.80735
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_307.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_307.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_307.jpg,-0.45,0.5257119,0,13.33166
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_374.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_374.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_374.jpg,0,0.3481869,0,13.29447
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_444.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_444.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_444.jpg,0,0.105445,0,13.40607
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_513.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_513.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_513.jpg,0,0.02600593,0,13.3481
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_582.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_582.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_582.jpg,0,0.2573771,0,13.36479
C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\center_2018_10_03_00_02_06_652.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\left_2018_10_03_00_02_06_652.jpg,C:\Users\yongx\Desktop\python\nanodegree\CarND-Behavioral-Cloning-P3\data1\IMG\right_2018_10_03_00_02_06_652.jpg,-0.1,0.4383631,0,13.51293
